unit,sex,age,region,year,value
YR,T,Y78,PT,1995,8.0
YR,T,Y79,BE,1995,8.4
YR,T,Y79,PT,1995,7.5
YR,T,Y8,BE,1995,69.6
YR,T,Y8,PT,1995,68.2
YR,T,Y80,BE,1995,7.9
YR,T,Y80,PT,1995,7.0
YR,T,Y81,BE,1995,7.4
YR,T,Y81,PT,1995,6.6
YR,T,Y82,BE,1995,7.0
YR,T,Y82,PT,1995,6.1
YR,T,Y83,BE,1995,6.5
YR,T,Y83,PT,1995,5.7
YR,T,Y84,BE,1995,6.2
YR,T,Y84,PT,1995,5.2
YR,T,Y9,BE,1995,68.6
YR,T,Y9,PT,1995,67.2
YR,T,Y_GE85,BE,1995,5.8
YR,T,Y_GE85,PT,1995,4.8
YR,T,Y_LT1,BE,1995,77.0
YR,T,Y_LT1,PT,1995,75.4
YR,F,Y1,BE,1994,79.7
YR,F,Y1,PT,1994,78.6
YR,F,Y10,BE,1994,70.8
YR,F,Y10,PT,1994,69.9
YR,F,Y11,BE,1994,69.8
YR,F,Y11,PT,1994,68.9
YR,F,Y12,BE,1994,68.8
YR,F,Y12,PT,1994,67.9
YR,F,Y13,BE,1994,67.9
YR,F,Y13,PT,1994,66.9
YR,F,Y14,BE,1994,66.9
YR,F,Y14,PT,1994,66.0
YR,F,Y15,BE,1994,65.9
YR,F,Y15,PT,1994,65.0
YR,F,Y16,BE,1994,64.9
YR,F,Y16,PT,1994,64.0
YR,F,Y17,BE,1994,63.9
YR,F,Y17,PT,1994,63.0
YR,F,Y18,BE,1994,62.9
YR,F,Y18,PT,1994,62.0
YR,F,Y19,BE,1994,62.0
YR,F,Y19,PT,1994,61.1
YR,F,Y2,BE,1994,78.7
YR,F,Y2,PT,1994,77.7
YR,F,Y20,BE,1994,61.0
YR,F,Y20,PT,1994,60.1
YR,F,Y21,BE,1994,60.0
YR,F,Y21,PT,1994,59.1
YR,F,Y22,BE,1994,59.0
YR,F,Y22,PT,1994,58.1
YR,F,Y23,BE,1994,58.1
YR,F,Y23,PT,1994,57.2
YR,F,Y24,BE,1994,57.1
YR,F,Y24,PT,1994,56.2
YR,F,Y25,BE,1994,56.1
YR,F,Y25,PT,1994,55.2
YR,F,Y26,BE,1994,55.1
YR,F,Y26,PT,1994,54.2
YR,F,Y27,BE,1994,54.2
YR,F,Y27,PT,1994,53.3
YR,F,Y28,BE,1994,53.2
YR,F,Y28,PT,1994,52.3
YR,F,Y29,BE,1994,52.2
YR,F,Y29,PT,1994,51.3
YR,F,Y3,BE,1994,77.8
YR,F,Y3,PT,1994,76.7
YR,F,Y30,BE,1994,51.2
YR,F,Y30,PT,1994,50.4
YR,F,Y31,BE,1994,50.3
YR,F,Y31,PT,1994,49.4
YR,F,Y32,BE,1994,49.3
YR,F,Y32,PT,1994,48.4
YR,F,Y33,BE,1994,48.3
YR,F,Y33,PT,1994,47.5
YR,F,Y34,BE,1994,47.3
YR,F,Y34,PT,1994,46.5
YR,F,Y35,BE,1994,46.4
YR,F,Y35,PT,1994,45.6
YR,F,Y36,BE,1994,45.4
YR,F,Y36,PT,1994,44.6
YR,F,Y37,BE,1994,44.5
YR,F,Y37,PT,1994,43.6
YR,F,Y38,BE,1994,43.5
YR,F,Y38,PT,1994,42.7
YR,F,Y39,BE,1994,42.5
YR,F,Y39,PT,1994,41.7
YR,F,Y4,BE,1994,76.8
YR,F,Y4,PT,1994,75.7
YR,F,Y40,BE,1994,41.6
YR,F,Y40,PT,1994,40.8
YR,F,Y41,BE,1994,40.6
YR,F,Y41,PT,1994,39.9
YR,F,Y42,BE,1994,39.7
YR,F,Y42,PT,1994,38.9
YR,F,Y43,BE,1994,38.8
YR,F,Y43,PT,1994,38.0
YR,F,Y44,BE,1994,37.8
YR,F,Y44,PT,1994,37.0
YR,F,Y45,BE,1994,36.9
YR,F,Y45,PT,1994,36.1
YR,F,Y46,BE,1994,36.0
YR,F,Y46,PT,1994,35.2
YR,F,Y47,BE,1994,35.1
YR,F,Y47,PT,1994,34.2
YR,F,Y48,BE,1994,34.1
YR,F,Y48,PT,1994,33.3
YR,F,Y49,BE,1994,33.2
YR,F,Y49,PT,1994,32.4
YR,F,Y5,BE,1994,75.8
YR,F,Y5,PT,1994,74.8
YR,F,Y50,BE,1994,32.3
YR,F,Y50,PT,1994,31.5
YR,F,Y51,BE,1994,31.4
YR,F,Y51,PT,1994,30.5
YR,F,Y52,BE,1994,30.5
YR,F,Y52,PT,1994,29.6
YR,F,Y53,BE,1994,29.6
YR,F,Y53,PT,1994,28.7
YR,F,Y54,BE,1994,28.7
YR,F,Y54,PT,1994,27.8
YR,F,Y55,BE,1994,27.8
YR,F,Y55,PT,1994,26.9
YR,F,Y56,BE,1994,27.0
YR,F,Y56,PT,1994,26.0
YR,F,Y57,BE,1994,26.1
YR,F,Y57,PT,1994,25.1
YR,F,Y58,BE,1994,25.2
YR,F,Y58,PT,1994,24.2
YR,F,Y59,BE,1994,24.3
YR,F,Y59,PT,1994,23.4
YR,F,Y6,BE,1994,74.8
YR,F,Y6,PT,1994,73.8
YR,F,Y60,BE,1994,23.5
YR,F,Y60,PT,1994,22.5
YR,F,Y61,BE,1994,22.6
YR,F,Y61,PT,1994,21.6
YR,F,Y62,BE,1994,21.8
YR,F,Y62,PT,1994,20.8
YR,F,Y63,BE,1994,20.9
YR,F,Y63,PT,1994,19.9
YR,F,Y64,BE,1994,20.1
YR,F,Y64,PT,1994,19.1
YR,F,Y65,BE,1994,19.3
YR,F,Y65,PT,1994,18.2
YR,F,Y66,BE,1994,18.5
YR,F,Y66,PT,1994,17.4
YR,F,Y67,BE,1994,17.7
YR,F,Y67,PT,1994,16.6
YR,F,Y68,BE,1994,16.9
YR,F,Y68,PT,1994,15.8
YR,F,Y69,BE,1994,16.1
YR,F,Y69,PT,1994,15.0
YR,F,Y7,BE,1994,73.8
YR,F,Y7,PT,1994,72.8
YR,F,Y70,BE,1994,15.3
YR,F,Y70,PT,1994,14.2
YR,F,Y71,BE,1994,14.6
YR,F,Y71,PT,1994,13.5
YR,F,Y72,BE,1994,13.8
YR,F,Y72,PT,1994,12.8
YR,F,Y73,BE,1994,13.1
YR,F,Y73,PT,1994,12.0
YR,F,Y74,BE,1994,12.4
YR,F,Y74,PT,1994,11.3
YR,F,Y75,BE,1994,11.8
YR,F,Y75,PT,1994,10.6
YR,F,Y76,BE,1994,11.1
YR,F,Y76,PT,1994,10.0
YR,F,Y77,BE,1994,10.5
YR,F,Y77,PT,1994,9.3
YR,F,Y78,BE,1994,9.8
YR,F,Y78,PT,1994,8.7
YR,F,Y79,BE,1994,9.2
YR,F,Y79,PT,1994,8.2
YR,F,Y8,BE,1994,72.8
YR,F,Y8,PT,1994,71.8
YR,F,Y80,BE,1994,8.6
YR,F,Y80,PT,1994,7.6
YR,F,Y81,BE,1994,8.1
YR,F,Y81,PT,1994,7.1
YR,F,Y82,BE,1994,7.6
YR,F,Y82,PT,1994,6.6
YR,F,Y83,BE,1994,7.1
YR,F,Y83,PT,1994,6.1
YR,F,Y84,BE,1994,6.6
YR,F,Y84,PT,1994,5.7
YR,F,Y9,BE,1994,71.8
YR,F,Y9,PT,1994,70.9
YR,F,Y_GE85,BE,1994,6.2
YR,F,Y_GE85,PT,1994,5.2
YR,F,Y_LT1,BE,1994,80.2
YR,F,Y_LT1,PT,1994,79.0
YR,M,Y1,BE,1994,73.0
YR,M,Y1,PT,1994,71.6
YR,M,Y10,BE,1994,64.1
YR,M,Y10,PT,1994,62.9
YR,M,Y11,BE,1994,63.2
YR,M,Y11,PT,1994,61.9
YR,M,Y12,BE,1994,62.2
YR,M,Y12,PT,1994,61.0
YR,M,Y13,BE,1994,61.2
YR,M,Y13,PT,1994,60.0
YR,M,Y14,BE,1994,60.2
YR,M,Y14,PT,1994,59.0
YR,M,Y15,BE,1994,59.2
YR,M,Y15,PT,1994,58.0
YR,M,Y16,BE,1994,58.2
YR,M,Y16,PT,1994,57.1
YR,M,Y17,BE,1994,57.3
YR,M,Y17,PT,1994,56.1
YR,M,Y18,BE,1994,56.3
YR,M,Y18,PT,1994,55.2
YR,M,Y19,BE,1994,55.4
YR,M,Y19,PT,1994,54.3
YR,M,Y2,BE,1994,72.0
YR,M,Y2,PT,1994,70.7
YR,M,Y20,BE,1994,54.5
YR,M,Y20,PT,1994,53.4
YR,M,Y21,BE,1994,53.5
YR,M,Y21,PT,1994,52.5
YR,M,Y22,BE,1994,52.6
YR,M,Y22,PT,1994,51.6
YR,M,Y23,BE,1994,51.7
YR,M,Y23,PT,1994,50.7
YR,M,Y24,BE,1994,50.8
YR,M,Y24,PT,1994,49.7
YR,M,Y25,BE,1994,49.8
YR,M,Y25,PT,1994,48.8
YR,M,Y26,BE,1994,48.9
YR,M,Y26,PT,1994,47.9
YR,M,Y27,BE,1994,47.9
YR,M,Y27,PT,1994,47.0
YR,M,Y28,BE,1994,47.0
YR,M,Y28,PT,1994,46.1
YR,M,Y29,BE,1994,46.1
YR,M,Y29,PT,1994,45.2
YR,M,Y3,BE,1994,71.1
YR,M,Y3,PT,1994,69.7
YR,M,Y30,BE,1994,45.1
YR,M,Y30,PT,1994,44.3
YR,M,Y31,BE,1994,44.2
YR,M,Y31,PT,1994,43.4
YR,M,Y32,BE,1994,43.2
YR,M,Y32,PT,1994,42.5
YR,M,Y33,BE,1994,42.3
YR,M,Y33,PT,1994,41.6
YR,M,Y34,BE,1994,41.3
YR,M,Y34,PT,1994,40.7
YR,M,Y35,BE,1994,40.4
YR,M,Y35,PT,1994,39.8
YR,M,Y36,BE,1994,39.5
YR,M,Y36,PT,1994,38.9
YR,M,Y37,BE,1994,38.5
YR,M,Y37,PT,1994,38.0
YR,M,Y38,BE,1994,37.6
YR,M,Y38,PT,1994,37.1
YR,M,Y39,BE,1994,36.7
YR,M,Y39,PT,1994,36.2
YR,M,Y4,BE,1994,70.1
YR,M,Y4,PT,1994,68.8
YR,M,Y40,BE,1994,35.7
YR,M,Y40,PT,1994,35.3
YR,M,Y41,BE,1994,34.8
YR,M,Y41,PT,1994,34.4
YR,M,Y42,BE,1994,33.9
YR,M,Y42,PT,1994,33.5
YR,M,Y43,BE,1994,33.0
YR,M,Y43,PT,1994,32.6
YR,M,Y44,BE,1994,32.1
YR,M,Y44,PT,1994,31.7
YR,M,Y45,BE,1994,31.2
YR,M,Y45,PT,1994,30.8
YR,M,Y46,BE,1994,30.3
YR,M,Y46,PT,1994,29.9
YR,M,Y47,BE,1994,29.4
YR,M,Y47,PT,1994,29.0
YR,M,Y48,BE,1994,28.5
YR,M,Y48,PT,1994,28.2
YR,M,Y49,BE,1994,27.6
YR,M,Y49,PT,1994,27.3
YR,M,Y5,BE,1994,69.1
YR,M,Y5,PT,1994,67.8
YR,M,Y50,BE,1994,26.8
YR,M,Y50,PT,1994,26.5
YR,M,Y51,BE,1994,25.9
YR,M,Y51,PT,1994,25.6
YR,M,Y52,BE,1994,25.1
YR,M,Y52,PT,1994,24.8
YR,M,Y53,BE,1994,24.2
YR,M,Y53,PT,1994,23.9
YR,M,Y54,BE,1994,23.4
YR,M,Y54,PT,1994,23.1
YR,M,Y55,BE,1994,22.6
YR,M,Y55,PT,1994,22.3
YR,M,Y56,BE,1994,21.7
YR,M,Y56,PT,1994,21.5
YR,M,Y57,BE,1994,20.9
YR,M,Y57,PT,1994,20.7
YR,M,Y58,BE,1994,20.1
YR,M,Y58,PT,1994,19.9
YR,M,Y59,BE,1994,19.3
YR,M,Y59,PT,1994,19.1
YR,M,Y6,BE,1994,68.1
YR,M,Y6,PT,1994,66.8
YR,M,Y60,BE,1994,18.5
YR,M,Y60,PT,1994,18.4
YR,M,Y61,BE,1994,17.8
YR,M,Y61,PT,1994,17.7
YR,M,Y62,BE,1994,17.0
YR,M,Y62,PT,1994,16.9
YR,M,Y63,BE,1994,16.3
YR,M,Y63,PT,1994,16.2
YR,M,Y64,BE,1994,15.6
YR,M,Y64,PT,1994,15.5
YR,M,Y65,BE,1994,14.8
YR,M,Y65,PT,1994,14.8
YR,M,Y66,BE,1994,14.2
YR,M,Y66,PT,1994,14.1
YR,M,Y67,BE,1994,13.5
YR,M,Y67,PT,1994,13.4
YR,M,Y68,BE,1994,12.8
YR,M,Y68,PT,1994,12.8
YR,M,Y69,BE,1994,12.2
YR,M,Y69,PT,1994,12.1
YR,M,Y7,BE,1994,67.1
YR,M,Y7,PT,1994,65.8
YR,M,Y70,BE,1994,11.6
YR,M,Y70,PT,1994,11.5
YR,M,Y71,BE,1994,11.0
YR,M,Y71,PT,1994,10.9
YR,M,Y72,BE,1994,10.4
YR,M,Y72,PT,1994,10.3
YR,M,Y73,BE,1994,9.9
YR,M,Y73,PT,1994,9.8
YR,M,Y74,BE,1994,9.3
YR,M,Y74,PT,1994,9.2
YR,M,Y75,BE,1994,8.8
YR,M,Y75,PT,1994,8.6
YR,M,Y76,BE,1994,8.3
YR,M,Y76,PT,1994,8.1
YR,M,Y77,BE,1994,7.8
YR,M,Y77,PT,1994,7.6
YR,M,Y78,BE,1994,7.4
YR,M,Y78,PT,1994,7.1
YR,M,Y79,BE,1994,6.9
YR,M,Y79,PT,1994,6.7
YR,M,Y8,BE,1994,66.1
YR,M,Y8,PT,1994,64.9
YR,M,Y80,BE,1994,6.5
YR,M,Y80,PT,1994,6.3
YR,M,Y81,BE,1994,6.1
YR,M,Y81,PT,1994,5.9
YR,M,Y82,BE,1994,5.7
YR,M,Y82,PT,1994,5.5
YR,M,Y83,BE,1994,5.4
YR,M,Y83,PT,1994,5.1
YR,M,Y84,BE,1994,5.0
YR,M,Y84,PT,1994,4.7
YR,M,Y9,BE,1994,65.1
YR,M,Y9,PT,1994,63.9
YR,M,Y_GE85,BE,1994,4.7
YR,M,Y_GE85,PT,1994,4.4
YR,M,Y_LT1,BE,1994,73.4
YR,M,Y_LT1,PT,1994,72.0
YR,T,Y1,BE,1994,76.4
YR,T,Y1,PT,1994,75.1
YR,T,Y10,BE,1994,67.5
YR,T,Y10,PT,1994,66.4
YR,T,Y11,BE,1994,66.5
YR,T,Y11,PT,1994,65.4
YR,T,Y12,BE,1994,65.6
YR,T,Y12,PT,1994,64.5
YR,T,Y13,BE,1994,64.6
YR,T,Y13,PT,1994,63.5
YR,T,Y14,BE,1994,63.6
YR,T,Y14,PT,1994,62.5
YR,T,Y15,BE,1994,62.6
YR,T,Y15,PT,1994,61.5
YR,T,Y16,BE,1994,61.6
YR,T,Y16,PT,1994,60.6
YR,T,Y17,BE,1994,60.6
YR,T,Y17,PT,1994,59.6
YR,T,Y18,BE,1994,59.7
YR,T,Y18,PT,1994,58.7
YR,T,Y19,BE,1994,58.7
YR,T,Y19,PT,1994,57.7
YR,T,Y2,BE,1994,75.4
YR,T,Y2,PT,1994,74.2
YR,T,Y20,BE,1994,57.8
YR,T,Y20,PT,1994,56.8
YR,T,Y21,BE,1994,56.8
YR,T,Y21,PT,1994,55.8
YR,T,Y22,BE,1994,55.9
YR,T,Y22,PT,1994,54.9
YR,T,Y23,BE,1994,54.9
YR,T,Y23,PT,1994,54.0
YR,T,Y24,BE,1994,54.0
YR,T,Y24,PT,1994,53.0
YR,T,Y25,BE,1994,53.0
YR,T,Y25,PT,1994,52.1
YR,T,Y26,BE,1994,52.1
YR,T,Y26,PT,1994,51.1
YR,T,Y27,BE,1994,51.1
YR,T,Y27,PT,1994,50.2
YR,T,Y28,BE,1994,50.2
YR,T,Y28,PT,1994,49.3
YR,T,Y29,BE,1994,49.2
YR,T,Y29,PT,1994,48.3
YR,T,Y3,BE,1994,74.5
YR,T,Y3,PT,1994,73.2
YR,T,Y30,BE,1994,48.2
YR,T,Y30,PT,1994,47.4
YR,T,Y31,BE,1994,47.3
YR,T,Y31,PT,1994,46.4
YR,T,Y32,BE,1994,46.3
YR,T,Y32,PT,1994,45.5
YR,T,Y33,BE,1994,45.4
YR,T,Y33,PT,1994,44.6
YR,T,Y34,BE,1994,44.4
YR,T,Y34,PT,1994,43.6
YR,T,Y35,BE,1994,43.5
YR,T,Y35,PT,1994,42.7
YR,T,Y36,BE,1994,42.5
YR,T,Y36,PT,1994,41.8
YR,T,Y37,BE,1994,41.6
YR,T,Y37,PT,1994,40.9
YR,T,Y38,BE,1994,40.6
YR,T,Y38,PT,1994,39.9
YR,T,Y39,BE,1994,39.7
YR,T,Y39,PT,1994,39.0
YR,T,Y4,BE,1994,73.5
YR,T,Y4,PT,1994,72.3
YR,T,Y40,BE,1994,38.8
YR,T,Y40,PT,1994,38.1
YR,T,Y41,BE,1994,37.8
YR,T,Y41,PT,1994,37.2
YR,T,Y42,BE,1994,36.9
YR,T,Y42,PT,1994,36.3
YR,T,Y43,BE,1994,36.0
YR,T,Y43,PT,1994,35.4
YR,T,Y44,BE,1994,35.1
YR,T,Y44,PT,1994,34.4
YR,T,Y45,BE,1994,34.1
YR,T,Y45,PT,1994,33.5
YR,T,Y46,BE,1994,33.2
YR,T,Y46,PT,1994,32.6
YR,T,Y47,BE,1994,32.3
YR,T,Y47,PT,1994,31.7
YR,T,Y48,BE,1994,31.4
YR,T,Y48,PT,1994,30.8
YR,T,Y49,BE,1994,30.5
YR,T,Y49,PT,1994,29.9
YR,T,Y5,BE,1994,72.5
YR,T,Y5,PT,1994,71.3
YR,T,Y50,BE,1994,29.7
YR,T,Y50,PT,1994,29.0
YR,T,Y51,BE,1994,28.8
YR,T,Y51,PT,1994,28.2
YR,T,Y52,BE,1994,27.9
YR,T,Y52,PT,1994,27.3
YR,T,Y53,BE,1994,27.0
YR,T,Y53,PT,1994,26.4
YR,T,Y54,BE,1994,26.2
YR,T,Y54,PT,1994,25.6
YR,T,Y55,BE,1994,25.3
YR,T,Y55,PT,1994,24.7
YR,T,Y56,BE,1994,24.5
YR,T,Y56,PT,1994,23.9
YR,T,Y57,BE,1994,23.6
YR,T,Y57,PT,1994,23.0
YR,T,Y58,BE,1994,22.8
YR,T,Y58,PT,1994,22.2
YR,T,Y59,BE,1994,22.0
YR,T,Y59,PT,1994,21.4
YR,T,Y6,BE,1994,71.5
YR,T,Y6,PT,1994,70.3
YR,T,Y60,BE,1994,21.2
YR,T,Y60,PT,1994,20.6
YR,T,Y61,BE,1994,20.4
YR,T,Y61,PT,1994,19.8
YR,T,Y62,BE,1994,19.6
YR,T,Y62,PT,1994,19.0
YR,T,Y63,BE,1994,18.8
YR,T,Y63,PT,1994,18.2
YR,T,Y64,BE,1994,18.0
YR,T,Y64,PT,1994,17.4
YR,T,Y65,BE,1994,17.3
YR,T,Y65,PT,1994,16.7
YR,T,Y66,BE,1994,16.5
YR,T,Y66,PT,1994,15.9
YR,T,Y67,BE,1994,15.8
YR,T,Y67,PT,1994,15.2
YR,T,Y68,BE,1994,15.1
YR,T,Y68,PT,1994,14.4
YR,T,Y69,BE,1994,14.4
YR,T,Y69,PT,1994,13.7
YR,T,Y7,BE,1994,70.5
YR,T,Y7,PT,1994,69.4
YR,T,Y70,BE,1994,13.7
YR,T,Y70,PT,1994,13.0
YR,T,Y71,BE,1994,13.0
YR,T,Y71,PT,1994,12.3
YR,T,Y72,BE,1994,12.4
YR,T,Y72,PT,1994,11.7
YR,T,Y73,BE,1994,11.8
YR,T,Y73,PT,1994,11.1
YR,T,Y74,BE,1994,11.2
YR,T,Y74,PT,1994,10.4
YR,T,Y75,BE,1994,10.6
YR,T,Y75,PT,1994,9.8
YR,T,Y76,BE,1994,10.0
YR,T,Y76,PT,1994,9.2
YR,T,Y77,BE,1994,9.4
YR,T,Y77,PT,1994,8.6
YR,T,Y78,BE,1994,8.9
YR,T,Y78,PT,1994,8.1
YR,T,Y79,BE,1994,8.4
YR,T,Y79,PT,1994,7.6
YR,T,Y8,BE,1994,69.5
YR,T,Y8,PT,1994,68.4
YR,T,Y80,BE,1994,7.9
YR,T,Y80,PT,1994,7.1
YR,T,Y81,BE,1994,7.4
YR,T,Y81,PT,1994,6.6
YR,T,Y82,BE,1994,6.9
YR,T,Y82,PT,1994,6.2
YR,T,Y83,BE,1994,6.5
YR,T,Y83,PT,1994,5.7
YR,T,Y84,BE,1994,6.1
YR,T,Y84,PT,1994,5.3
YR,T,Y9,BE,1994,68.5
YR,T,Y9,PT,1994,67.4
YR,T,Y_GE85,BE,1994,5.8
YR,T,Y_GE85,PT,1994,4.9
YR,T,Y_LT1,BE,1994,76.8
YR,T,Y_LT1,PT,1994,75.5
YR,F,Y1,BE,1993,79.4
YR,F,Y1,PT,1993,77.7
YR,F,Y10,BE,1993,70.5
YR,F,Y10,PT,1993,69.0
YR,F,Y11,BE,1993,69.6
YR,F,Y11,PT,1993,68.0
YR,F,Y12,BE,1993,68.6
YR,F,Y12,PT,1993,67.0
YR,F,Y13,BE,1993,67.6
YR,F,Y13,PT,1993,66.0
YR,F,Y14,BE,1993,66.6
YR,F,Y14,PT,1993,65.1
YR,F,Y15,BE,1993,65.6
YR,F,Y15,PT,1993,64.1
YR,F,Y16,BE,1993,64.6
YR,F,Y16,PT,1993,63.1
YR,F,Y17,BE,1993,63.6
YR,F,Y17,PT,1993,62.1
YR,F,Y18,BE,1993,62.7
YR,F,Y18,PT,1993,61.1
YR,F,Y19,BE,1993,61.7
YR,F,Y19,PT,1993,60.2
YR,F,Y2,BE,1993,78.4
YR,F,Y2,PT,1993,76.8
YR,F,Y20,BE,1993,60.7
YR,F,Y20,PT,1993,59.2
YR,F,Y21,BE,1993,59.7
YR,F,Y21,PT,1993,58.2
YR,F,Y22,BE,1993,58.8
YR,F,Y22,PT,1993,57.2
YR,F,Y23,BE,1993,57.8
YR,F,Y23,PT,1993,56.3
YR,F,Y24,BE,1993,56.8
YR,F,Y24,PT,1993,55.3
YR,F,Y25,BE,1993,55.8
YR,F,Y25,PT,1993,54.3
YR,F,Y26,BE,1993,54.9
YR,F,Y26,PT,1993,53.4
YR,F,Y27,BE,1993,53.9
YR,F,Y27,PT,1993,52.4
YR,F,Y28,BE,1993,52.9
YR,F,Y28,PT,1993,51.4
YR,F,Y29,BE,1993,51.9
YR,F,Y29,PT,1993,50.5
YR,F,Y3,BE,1993,77.5
YR,F,Y3,PT,1993,75.8
YR,F,Y30,BE,1993,51.0
YR,F,Y30,PT,1993,49.5
YR,F,Y31,BE,1993,50.0
YR,F,Y31,PT,1993,48.5
YR,F,Y32,BE,1993,49.0
YR,F,Y32,PT,1993,47.6
YR,F,Y33,BE,1993,48.0
YR,F,Y33,PT,1993,46.6
YR,F,Y34,BE,1993,47.1
YR,F,Y34,PT,1993,45.6
YR,F,Y35,BE,1993,46.1
YR,F,Y35,PT,1993,44.7
YR,F,Y36,BE,1993,45.1
YR,F,Y36,PT,1993,43.7
YR,F,Y37,BE,1993,44.2
YR,F,Y37,PT,1993,42.8
YR,F,Y38,BE,1993,43.2
YR,F,Y38,PT,1993,41.8
YR,F,Y39,BE,1993,42.2
YR,F,Y39,PT,1993,40.9
YR,F,Y4,BE,1993,76.5
YR,F,Y4,PT,1993,74.9
YR,F,Y40,BE,1993,41.3
YR,F,Y40,PT,1993,39.9
YR,F,Y41,BE,1993,40.4
YR,F,Y41,PT,1993,39.0
YR,F,Y42,BE,1993,39.4
YR,F,Y42,PT,1993,38.0
YR,F,Y43,BE,1993,38.5
YR,F,Y43,PT,1993,37.1
YR,F,Y44,BE,1993,37.5
YR,F,Y44,PT,1993,36.2
YR,F,Y45,BE,1993,36.6
YR,F,Y45,PT,1993,35.2
YR,F,Y46,BE,1993,35.7
YR,F,Y46,PT,1993,34.3
YR,F,Y47,BE,1993,34.7
YR,F,Y47,PT,1993,33.4
YR,F,Y48,BE,1993,33.8
YR,F,Y48,PT,1993,32.4
YR,F,Y49,BE,1993,32.9
YR,F,Y49,PT,1993,31.5
YR,F,Y5,BE,1993,75.5
YR,F,Y5,PT,1993,73.9
YR,F,Y50,BE,1993,32.0
YR,F,Y50,PT,1993,30.6
YR,F,Y51,BE,1993,31.1
YR,F,Y51,PT,1993,29.7
YR,F,Y52,BE,1993,30.2
YR,F,Y52,PT,1993,28.8
YR,F,Y53,BE,1993,29.3
YR,F,Y53,PT,1993,27.9
YR,F,Y54,BE,1993,28.4
YR,F,Y54,PT,1993,27.0
YR,F,Y55,BE,1993,27.5
YR,F,Y55,PT,1993,26.1
YR,F,Y56,BE,1993,26.6
YR,F,Y56,PT,1993,25.3
YR,F,Y57,BE,1993,25.7
YR,F,Y57,PT,1993,24.4
YR,F,Y58,BE,1993,24.8
YR,F,Y58,PT,1993,23.5
YR,F,Y59,BE,1993,24.0
YR,F,Y59,PT,1993,22.6
YR,F,Y6,BE,1993,74.5
YR,F,Y6,PT,1993,72.9
YR,F,Y60,BE,1993,23.1
YR,F,Y60,PT,1993,21.8
YR,F,Y61,BE,1993,22.2
YR,F,Y61,PT,1993,20.9
YR,F,Y62,BE,1993,21.4
YR,F,Y62,PT,1993,20.0
YR,F,Y63,BE,1993,20.5
YR,F,Y63,PT,1993,19.2
YR,F,Y64,BE,1993,19.7
YR,F,Y64,PT,1993,18.4
YR,F,Y65,BE,1993,18.9
YR,F,Y65,PT,1993,17.5
YR,F,Y66,BE,1993,18.1
YR,F,Y66,PT,1993,16.7
YR,F,Y67,BE,1993,17.3
YR,F,Y67,PT,1993,15.9
YR,F,Y68,BE,1993,16.5
YR,F,Y68,PT,1993,15.1
YR,F,Y69,BE,1993,15.7
YR,F,Y69,PT,1993,14.3
YR,F,Y7,BE,1993,73.5
YR,F,Y7,PT,1993,71.9
YR,F,Y70,BE,1993,14.9
YR,F,Y70,PT,1993,13.6
YR,F,Y71,BE,1993,14.2
YR,F,Y71,PT,1993,12.9
YR,F,Y72,BE,1993,13.4
YR,F,Y72,PT,1993,12.1
YR,F,Y73,BE,1993,12.7
YR,F,Y73,PT,1993,11.4
YR,F,Y74,BE,1993,12.0
YR,F,Y74,PT,1993,10.7
YR,F,Y75,BE,1993,11.4
YR,F,Y75,PT,1993,10.0
YR,F,Y76,BE,1993,10.7
YR,F,Y76,PT,1993,9.4
YR,F,Y77,BE,1993,10.1
YR,F,Y77,PT,1993,8.8
YR,F,Y78,BE,1993,9.4
YR,F,Y78,PT,1993,8.2
YR,F,Y79,BE,1993,8.8
YR,F,Y79,PT,1993,7.7
YR,F,Y8,BE,1993,72.5
YR,F,Y8,PT,1993,71.0
YR,F,Y80,BE,1993,8.3
YR,F,Y80,PT,1993,7.1
YR,F,Y81,BE,1993,7.7
YR,F,Y81,PT,1993,6.6
YR,F,Y82,BE,1993,7.2
YR,F,Y82,PT,1993,6.1
YR,F,Y83,BE,1993,6.8
YR,F,Y83,PT,1993,5.6
YR,F,Y84,BE,1993,6.4
YR,F,Y84,PT,1993,5.2
YR,F,Y9,BE,1993,71.5
YR,F,Y9,PT,1993,70.0
YR,F,Y_GE85,BE,1993,5.9
YR,F,Y_GE85,PT,1993,4.8
YR,F,Y_LT1,BE,1993,79.9
YR,F,Y_LT1,PT,1993,78.1
YR,M,Y1,BE,1993,72.6
YR,M,Y1,PT,1993,70.7
YR,M,Y10,BE,1993,63.8
YR,M,Y10,PT,1993,62.0
YR,M,Y11,BE,1993,62.8
YR,M,Y11,PT,1993,61.1
YR,M,Y12,BE,1993,61.8
YR,M,Y12,PT,1993,60.1
YR,M,Y13,BE,1993,60.8
YR,M,Y13,PT,1993,59.1
YR,M,Y14,BE,1993,59.9
YR,M,Y14,PT,1993,58.1
YR,M,Y15,BE,1993,58.9
YR,M,Y15,PT,1993,57.2
YR,M,Y16,BE,1993,57.9
YR,M,Y16,PT,1993,56.2
YR,M,Y17,BE,1993,56.9
YR,M,Y17,PT,1993,55.3
YR,M,Y18,BE,1993,56.0
YR,M,Y18,PT,1993,54.3
YR,M,Y19,BE,1993,55.0
YR,M,Y19,PT,1993,53.4
YR,M,Y2,BE,1993,71.7
